ID   MID    MMSI      longitude   latitude  speed  course  waktu  f_str(dB)  Jarak(Km)
 1433    1   525125041  112.727920    -7.207297       0   243.0  15_48_35    24.47    12.21
 1434    1   525018479  112.721112    -7.190052       0   312.7  15_48_37    22.48    14.25
 1435    1   525005052  112.734073    -7.196062       0   340.3  15_48_37    21.42    13.02
 1436    1   525020364  112.728467    -7.187395       0   360.0  15_48_39    20.25    14.15
 1437    1   525022001  112.701222    -7.185943       0    95.6  15_48_39    19.09    15.79
 1438    1   525300917  112.732488    -7.196332       0   235.4  15_48_39    23.94    13.06
 1439    1   525010154  112.726243    -7.207628       0     0.0  15_48_41    17.73    12.27
 1440    1   525010092  112.726080    -7.208513       0   193.2  15_48_42    22.59    12.19
 1441    1   525000011  112.732260    -7.196895       0   248.7  15_48_45    18.72    13.02
 1442    4     5250001  112.733870   -7.197102 2025/6/15
 1443    1   525125041  112.727920    -7.207295       0   243.0  15_48_45    24.11    12.21
 1444    1   525005052  112.734067    -7.196068       0   340.3  15_48_46    26.53    13.02
 1445    1   525018479  112.721118    -7.190048       0   312.7  15_48_46    19.56    14.25
 1446    1   525000011  112.732258    -7.196893       1   248.7  15_48_46    18.19    13.02
 1447    1   525000011  112.732255    -7.196888       0   248.7  15_48_48    20.21    13.02
 1448    1   525003239  112.723448    -7.204562       0   248.3  15_48_49    19.11    12.72
 1449    1   525001047  112.729713    -7.207485       0   148.1  15_48_49    22.20    12.09
 1450    1   525022001  112.701230    -7.185955       0    96.8  15_48_49    22.90    15.79
 1451    1   525300917  112.732488    -7.196333       0   235.4  15_48_51    21.76    13.06
 1452    1   525010092  112.726075    -7.208512       0   193.2  15_48_52    21.24    12.19
 1453    1   525010154  112.726243    -7.207618       0   174.5  15_48_52    19.81    12.27
 1454    1   525000011  112.732247    -7.196873       0   248.7  15_48_53    19.77    13.02
 1455    1   525021186  112.727950    -7.199267       0   229.1  15_48_53    23.54    12.99
 1456    4     5250001  112.733870   -7.197102 2025/6/15
 1457    1   525018479  112.721127    -7.190048       0   312.7  15_48_56    23.02    14.25
 1458    1   525125041  112.727920    -7.207297       0   243.0  15_48_56    23.35    12.21
 1459    1   525000011  112.732247    -7.196872       0   248.7  15_48_56    18.71    13.02
 1460    1   525005052  112.734057    -7.196068       0   340.3  15_48_56    19.84    13.02
 1461    1   525300917  112.732487    -7.196335       0   235.4  15_48_58    18.82    13.06
 1462    1   525022001  112.701223    -7.185948       0    98.2  15_49_0    22.09    15.79
 1463    1   525010092  112.726073    -7.208513       0   193.2  15_49_2    23.11    12.19
 1464    1   525300917  112.732487    -7.196335       0   235.4  15_49_3    18.27    13.06
 1465    1   525125041  112.727920    -7.207297       0   243.0  15_49_5    23.50    12.21
 1466    4     5250001  112.733870   -7.197102 2025/6/15
 1467    1   525005052  112.734038    -7.196062       0   340.3  15_49_6    27.12    13.02
 1468    1   525018479  112.721130    -7.190047       0   312.7  15_49_7    22.40    14.25
 1469    1   525001047  112.729695    -7.207490       0   148.1  15_49_9    22.04    12.09
 1470    1   525300917  112.732487    -7.196335       0   235.4  15_49_10    20.87    13.06
 1471    1   525022001  112.701227    -7.185943       0    99.4  15_49_10    21.14    15.79
 1472    1   525010092  112.726077    -7.208515       0   193.2  15_49_12    20.58    12.19
 1473    1   525021186  112.727950    -7.199268       0   289.1  15_49_14    21.73    12.99
 1474    4     5250001  112.733870   -7.197102 2025/6/15
 1475    1   525125041  112.727920    -7.207297       0   243.0  15_49_16    25.71    12.21
 1476    1   525200262  112.726358    -7.208607       0    43.9  15_49_16    21.00    12.17
 1477    1   525300917  112.732487    -7.196335       0   235.4  15_49_16    24.86    13.06
 1478    1   525022001  112.701230    -7.185947       0   100.8  15_49_19    21.37    15.79
 1479    1   525000011  112.732248    -7.196868       0   248.7  15_49_20    17.76    13.02
 1480    1   525010154  112.726237    -7.207633       0     0.0  15_49_21    18.11    12.27
 1481    1   525010092  112.726080    -7.208517       0   193.2  15_49_22    22.15    12.19
 1482    3   525300917  112.732452    -7.196348       0   232.1  15_49_24    20.51    13.06
 1483    1   525125041  112.727920    -7.207297       0   243.0  15_49_24    23.46    12.21
 1484    1   525207014  112.729698    -7.207528       0   263.1  15_49_24    20.48    12.09
 1485    4     5250001  112.733870   -7.197102 2025/6/15
 1486    1   525005052  112.734045    -7.196042       0   340.3  15_49_26    25.84    13.02
 1487    1   525300917  112.732487    -7.196335       0   235.4  15_49_27    24.57    13.06
 1488    1   525001047  112.729722    -7.207502       0   148.1  15_49_29    20.51    12.09
 1489    1   525022001  112.701235    -7.185952       0   103.3  15_49_30    21.81    15.79
 1490    1   525000011  112.732247    -7.196870       0   248.7  15_49_30    16.97    13.02
 1491    1   525010092  112.726085    -7.208517       0   193.2  15_49_31    20.21    12.19
 1492    1   525010154  112.726240    -7.207632       0     0.0  15_49_31    20.05    12.27
 1493    1   525300917  112.732487    -7.196333       0   235.4  15_49_33    20.97    13.06
 1494    1   525021186  112.727953    -7.199273       0   321.9  15_49_34    19.70    12.99
 1495    3   525022005  112.720168    -7.175218       0     0.0  15_49_34    30.75    15.77
 1496    1   525000011  112.732238    -7.196865       0   248.7  15_49_34    16.97    13.02
 1497    4     5250001  112.733870   -7.197102 2025/6/15
 1498    1   525207014  112.729695    -7.207530       0   263.1  15_49_34    20.94    12.09
 1499    1   525125041  112.727920    -7.207295       0   243.0  15_49_34    23.50    12.21
 1500    1   525200262  112.726350    -7.208592       0    43.5  15_49_36    19.90    12.17
 1501    1   525000011  112.732237    -7.196865       0   248.7  15_49_37    17.92    13.02
 1502    1   525018479  112.721135    -7.190042       0   312.7  15_49_37    18.41    14.25
 1503    3   525125041  112.727915    -7.207295       0   243.0  15_49_37    29.56    12.21
 1504    1   525100417  112.722142    -7.175637       0   360.0  15_49_38    20.61    15.63
 1505    1   525022001  112.701245    -7.185948       0   105.3  15_49_40    21.58    15.79
 1506    1   525300917  112.732488    -7.196333       0   235.4  15_49_40    22.40    13.06
 1507    1   525010154  112.726235    -7.207628       0     0.0  15_49_41    18.01    12.27
 1508    3   352004099  112.724023    -7.199525       0   333.3  15_49_41    23.71    13.17
 1509    1   525010092  112.726088    -7.208515       0   193.2  15_49_41    21.67    12.19
 1510    1   525000011  112.732238    -7.196870       0   248.7  15_49_41    18.11    13.02
 1511    1   525207014  112.729697    -7.207528       0   263.1  15_49_44    21.13    12.09
 1512    1   525000011  112.732240    -7.196873       0   248.7  15_49_45    18.95    13.02
 1513    4     5250001  112.733870   -7.197102 2025/6/15
 1514    1   525125041  112.727920    -7.207293       0   243.0  15_49_45    24.52    12.21
 1515    1   525300917  112.732488    -7.196332       0   235.4  15_49_45    22.20    13.06
 1516    1   525005052  112.734057    -7.196035       0   340.3  15_49_45    25.77    13.02
 1517    1   525018479  112.721138    -7.190042       0   312.7  15_49_45    19.87    14.25
 1518    1   525000011  112.732243    -7.196880       0   248.7  15_49_47    19.41    13.02
 1519    1   525001047  112.729730    -7.207495       0   148.1  15_49_48    20.37    12.09
 1520    1   525022001  112.701253    -7.185937       0   108.5  15_49_50    20.91    15.79
 1521    1   525300917  112.732490    -7.196332       0   235.4  15_49_51    21.17    13.06
 1522    1   525010092  112.726088    -7.208508       0   193.2  15_49_52    18.82    12.19
 1523    1   525000011  112.732245    -7.196888       0   248.7  15_49_52    19.37    13.02
 1524    1   525000011  112.732242    -7.196887       0   248.7  15_49_54    18.59    13.02
 1525    4     5250001  112.733870   -7.197102 2025/6/15
 1526    1   525207014  112.729695    -7.207525       0   263.1  15_49_55    21.26    12.09
 1527    1   525000011  112.732240    -7.196887       0   248.7  15_49_55    20.19    13.02
 1528    1   525125041  112.727920    -7.207292       0   243.0  15_49_55    24.85    12.21
 1529    1   525300917  112.732492    -7.196328       0   235.4  15_49_58    20.67    13.06
 1530    1   525000011  112.732237    -7.196883       0   248.7  15_49_59    18.71    13.02
 1531    1   525022001  112.701262    -7.185938       0   111.0  15_49_59    20.62    15.79
 1532    1   525003239  112.723440    -7.204552       0   248.3  15_49_59    18.00    12.72
 1533    1   525010092  112.726090    -7.208500       0   193.2  15_50_2    21.18    12.20
 1534    1   525000011  112.732228    -7.196873       0   248.7  15_50_2    17.69    13.02
 1535    1   525300917  112.732492    -7.196330       0   235.4  15_50_2    23.76    13.06
 1536    1   525000011  112.732227    -7.196870       0   248.7  15_50_5    19.85    13.02
 1537    1   525125041  112.727920    -7.207290       0   243.0  15_50_5    23.75    12.21
 1538    4     5250001  112.733870   -7.197102 2025/6/15
 1539    1   525207014  112.729692    -7.207523       0   263.1  15_50_5    21.66    12.09
 1540    1   525005052  112.734055    -7.196070       0   340.3  15_50_6    27.56    13.02
 1541    1   525018479  112.721142    -7.190043       0   312.7  15_50_7    20.85    14.25
 1542    3   525025085  112.689115    -7.187690       0   220.6  15_50_8    25.04    16.43
 1543    1   525300917  112.732493    -7.196327       0   235.4  15_50_9    19.62    13.06
 1544    1   525000011  112.732218    -7.196857       0   248.7  15_50_11    17.02    13.02
 1545    1   525022001  112.701265    -7.185945       0   114.1  15_50_11    21.50    15.79
 1546    1   525010092  112.726093    -7.208498       0   193.2  15_50_12    19.62    12.20
 1547    1   525207014  112.729682    -7.207520       0   263.1  15_50_15    21.27    12.09
 1548    4     5250001  112.733870   -7.197102 2025/6/15
 1549    1   525005052  112.734062    -7.196087       0   340.3  15_50_16    21.54    13.01
 1550    1   525125041  112.727920    -7.207288       0   243.0  15_50_16    22.52    12.21
 1551    1   525300917  112.732495    -7.196327       0   235.4  15_50_16    20.64    13.06
 1552    3   525201572  112.744025    -7.194102       0   289.4  15_50_16    29.97    12.81
 1553    1   525001047  112.729758    -7.207512       0   148.1  15_50_18    19.14    12.09
 1554    1   525022001  112.701260    -7.185948       0   116.3  15_50_19    22.08    15.79
 1555    1   525000011  112.732208    -7.196835       0   248.7  15_50_19    18.11    13.02
 1556    1   525003239  112.723440    -7.204557       0   248.3  15_50_19    20.97    12.72
 1557    1   525010154  112.726247    -7.207632       0     0.0  15_50_21    19.95    12.27
 1558    1   525010092  112.726090    -7.208492       0   193.2  15_50_21    21.68    12.20
 1559    1   525300917  112.732497    -7.196328       0   235.4  15_50_22    20.27    13.06
 1560    1   525000011  112.732207    -7.196832       0   248.7  15_50_22    15.60    13.02
 1561    1   525007390  112.722902    -7.189218       0    10.1  15_50_23    19.12    14.24
 1562    1   525125041  112.727920    -7.207288       0   243.0  15_50_23    23.27    12.21
 1563    4     5250001  112.733870   -7.197102 2025/6/15
 1564    3   525005052  112.734063    -7.196085       0   340.3  15_50_26    26.46    13.01
 1565    3   525022203  112.720305    -7.178522       0   228.4  15_50_28    18.39    15.43
 1566    1   525300917  112.732498    -7.196327       0   235.4  15_50_28    21.86    13.06
 1567    1   525000011  112.732208    -7.196830       0   248.7  15_50_30    17.08    13.02
 1568    1   525010092  112.726087    -7.208493       0   193.2  15_50_30    20.06    12.20
 1569    3   525010154  112.726243    -7.207637       0     0.0  15_50_30    17.83    12.27
 1570    4     5250001  112.733870   -7.197102 2025/6/15
 1571    1   525125041  112.727920    -7.207288       0   243.0  15_50_35    24.32    12.21
 1572    1   525000011  112.732212    -7.196833       0   248.7  15_50_37    20.04    13.02
 1573    1   525300917  112.732500    -7.196328       0   235.4  15_50_39    24.14    13.06
 1574    1   525022001  112.701260    -7.185950       0   122.6  15_50_40    20.59    15.79
 1575    1   525010154  112.726255    -7.207642       0     0.0  15_50_40    20.33    12.27
 1576    3   525019101  112.725338    -7.202740       0   153.5  15_50_42    20.46    12.79
 1577    1   525010092  112.726090    -7.208495       0   193.2  15_50_42    21.77    12.20
